Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Requested Bld,Requested Room,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt
ENG ME406 A1,Dynam Space Veh,Walsh,4,Lecture,13,40,PHO,201,PHO,201,"Mon,Wed",10:00am,12:00pm,,24205,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,Arranged,,,,,,
ENG ME419 A1,Heat Transfer,Schmidt,4,Lecture,67,60,PHO,210,PHO,210,"Mon,Wed",12:00pm, 2:00pm,Class Closed,24205,1/20/2016,4/27/2016
,,,,Discussion,,,EPC,207,EPC,209,Mon, 2:00pm, 3:00pm,,,,
ENG ME419 A2,Heat Transfer,Schmidt,4,Lecture,33,60,PHO,210,PHO,210,"Mon,Wed", 2:00pm, 4:00pm,,24205,1/20/2016,4/27/2016
,,,,Discussion,,,CAS,216,EPC,209,Wed,10:00am,11:00am,,,,
ENG ME420 A1,Supply Chn ENG,Perkins,4,Independent,42,38,EPC,204,EPC,204,"Tue,Thu",12:00pm, 2:00pm,Class Full,24205,1/19/2016,4/28/2016
ENG ME421 A1,Aerodynamics,Grace,4,Lecture,35,42,PHO,201,PHO,201,"Tue,Thu",12:00pm, 2:00pm,,24205,1/19/2016,4/29/2016
,,,,Lab,,,,,,,Arranged,,,,,,
ENG ME461 A1,Me Capstone Exp,De Winter,4,Lecture,0,18,PHO,205,PHO,205,"Mon,Wed", 8:00am,10:00am,WebReg Restricted,24205,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,Arranged,,,,,,
ENG ME461 A2,Me Capstone Exp,Gutierrez-Wi,4,Lecture,0,18,PHO,201,PHO,201,"Tue,Thu",10:00am,12:00pm,WebReg Restricted,24205,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,Arranged,,,,,,
ENG ME461 A3,Me Capstone Exp,Zink,4,Lecture,0,18,PHO,202,PHO,202,"Tue,Thu", 2:00pm, 4:00pm,WebReg Restricted,24205,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME461 A4,Me Capstone Exp,Geiger,4,Lecture,0,18,PHO,202,PHO,202,"Tue,Thu", 6:00pm, 8:00pm,WebReg Restricted,24205,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,Arranged,,,,,,
ENG ME461 A5,Me Capstone Exp,Hauser,4,Lecture,0,18,PHO,201,PHO,201,"Mon,Wed", 2:00pm, 4:00pm,"WebReg Restricted, Mts in PHO 404 and 428",24205,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,Arranged,,,,,,
ENG ME461 A6,Me Capstone Exp,Hauser,4,Lecture,0,18,PHO,201,PHO,201,"Mon,Wed",12:00pm, 2:00pm,WebReg Restricted,24205,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,Arranged,,,,,,
ENG ME461 A7,Me Capstone Exp,DiBella,4,Lecture,0,18,PHO,202,PHO,202,"Mon,Wed", 6:00pm, 8:00pm,WebReg Restricted,24205,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,Arranged,,,,,,
ENG ME461 A8,Me Capstone Exp,Zink,4,Lecture,0,18,PHO,202,PHO,202,"Mon,Wed",10:00am,12:00pm,WebReg Restricted,24205,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,Arranged,,,,,,
ENG ME503 A1,Kintc Proc Mat,Basu,4,Independent,4,10,EPC,208,EPC,204,"Tue,Thu",10:00am,12:00pm,Mts w/ENG MS503,24205,1/19/2016,4/28/2016
ENG ME507 A1,Proc Mod&Contrl,Gevelber,4,Independent,15,20,EMB,105,EMB,105,"Tue,Thu", 2:00pm, 4:00pm,Mts w/ENG MS507 Mts w/ENG ME507,24205,1/19/2016,4/28/2016
ENG ME515 A1,Vib Cmplx Mech,McDaniel,4,Independent,20,20,EMB,105,EMB,105,"Tue,Thu", 4:00pm, 6:00pm,"Mts w/ENG ME515, Class Full",24205,1/19/2016,4/28/2016
ENG ME516 A1,Stat Mech Conc,Barouch,4,Independent,2,25,EPC,206,PHO,201,"Tue,Thu", 8:00am,10:00am,,24205,1/19/2016,4/28/2016
ENG ME517 A1,Product Devel,Fine,4,Independent,58,45,PHO,210,EPC,201,"Mon,Wed", 4:00pm, 6:00pm,Class Closed,,1/20/2016,4/27/2016
ENG ME518 A1,Product Quality,Vakili,4,Independent,21,40,PHO,210,PHO,210,"Mon,Wed", 6:00pm, 8:00pm,Mts w/ENG ME518,24205,1/20/2016,4/27/2016
ENG ME520 A1,Acoustics 1,Holt,4,Independent,20,20,PSY,B40,PSY,212,"Tue,Thu",12:00pm, 2:00pm,Class Full,,1/19/2016,4/28/2016
ENG ME525 A1,Tech Ventures,Cole,4,Independent,42,40,PHO,210,PHO,210,"Tue,Thu", 4:00pm, 6:00pm,"Mts w/ENG ME525, Class Full",24205,1/19/2016,4/28/2016
ENG ME526 A1,Simul Phys Proc,Cole,4,Independent,23,45,PHO,210,PHO,210,"Tue,Thu", 6:00pm, 8:00pm,Mts w/ENG MS526 and ME526 DL,24205,1/19/2016,4/28/2016
ENG ME535 A1,Green Mfg,Pal,4,Independent,8,20,EPC,206,EPC,201,"Tue,Thu", 4:00pm, 6:00pm,Mts w/ENG MS535,,1/19/2016,4/28/2016
ENG ME541 A1,Classic Thermo,Gopalan,4,Independent,6,25,COM,210,EPC,201,"Mon,Wed", 2:00pm, 4:00pm,,,1/20/2016,4/27/2016
ENG ME543 A1,Sustain Pow Sys,Caramanis,4,Independent,19,20,EPC,208,PHO,210,"Mon,Wed", 4:00pm, 6:00pm,Mts w/ENG SE543 Mts w/ENG EC543 Mts w/ME543 DL,24205,1/20/2016,4/27/2016
ENG ME546 A1,Micro/Nanofluid,Duan,4,Independent,7,25,PSY,B45,SOC,B65,"Tue,Thu",10:00am,12:00pm,,,1/19/2016,4/28/2016
ENG ME549 A1,Extracellrmtrx,Suki,4,Independent,Cancelled,Cancelled,,,PSY,B55,"Mon,Wed", 2:00pm, 4:00pm,Mts w/ENG BE549 Mts w/ENG MS549,24204,1/20/2016,4/27/2016
ENG ME566 A1,Adv ENG Math,Barouch,4,Independent,17,40,EPC,204,EPC,204,"Mon,Wed", 4:00pm, 6:00pm,,,1/20/2016,4/27/2016
ENG ME580 A1,Thry Elasticity,Barbone,4,Independent,4,20,COM,217,SOC,B63,"Mon,Wed",10:00am,12:00pm,,24205,1/20/2016,4/27/2016
ENG ME582 A1,Mech Beh Mat,Morgan,4,Independent,8,20,PHO,205,PHO,205,"Mon,Wed",12:00pm, 2:00pm,Mts w/ENG MS582,,1/20/2016,4/27/2016
ENG ME710 A1,Dyn Programming,Caramanis,4,Independent,3,10,PSY,B45,PSY,B35,"Mon,Wed",10:00am,12:00pm,Mts w/ENG EC710 Mts w/ENG SE710,24205,1/20/2016,4/27/2016
ENG ME714 A1,Adv Stoc Mod Si,Vakili,4,Independent,1,10,EPC,203,EPC,206,"Mon,Wed", 2:00pm, 4:00pm,Mts w/ENG SE714,24205,1/20/2016,4/27/2016
ENG ME724 A1,Adv Op Thy&Meth,Paschalidis,4,Independent,1,5,PSY,B43,PSY,B43,"Tue,Thu", 2:00pm, 4:00pm,Mts w/ENG EC724 Mts w/ENG SE724,24203,1/19/2016,4/28/2016
ENG ME727 A1,Prin&App Tissue,Wong,4,Lecture,1,2,PHO,205,PHO,205,"Tue,Thu",10:00am,12:00pm,Mts w/ENG BE727 Mts w/ENG MS727 Mts w/ENG BE527,24204,1/19/2016,4/28/2016
ENG ME727 B1,Prin&App Tissue,Brown,0,Lab,0,1,ERB,501,ERB,501,Tue, 1:00pm, 4:00pm,Mts w/ENG BE727 Mts w/ENG MS727,24204,1/19/2016,4/26/2016
ENG ME727 B2,Prin&App Tissue,Brown,0,Lab,0,1,ERB,ARR,ERB,501,Thu, 1:00pm, 4:00pm,Mts w/ENG BE727 Mts w/ENG MS727 Lab in both ERA B11 & ERB B08,24204,1/21/2016,4/28/2016
ENG ME733 A1,Disc Ev/Hyb Sys,Cassandras,4,Independent,0,6,PSY,B50,PSY,B50,"Mon,Wed",12:00pm, 2:00pm,Mts w/ENG EC733 Mts w/ENG SE733,,1/20/2016,4/27/2016
ENG ME740 A1,"Vsn,Rob & Plan",Baillieul,4,Independent,15,15,ENG,202,ENG,202,"Tue,Thu",10:00am,12:00pm,"Mts w/ENG SE740, Class Full",24205,1/19/2016,4/28/2016
ENG ME762 A1,Nln Sys & Cntrl,Wang,4,Independent,5,30,EMB,105,EMB,105,"Tue,Thu",12:00pm, 2:00pm,Mts w/ENG ME762 Mts w/ENG SE762,24205,1/19/2016,4/28/2016
ENG ME778 A1,Micromac Transd,Zhang,4,Independent,7,20,EPC,206,EPC,201,"Tue,Thu",10:00am,12:00pm,Mts w/ENG MS778,,1/19/2016,4/28/2016
ENG ME801 G7,Teach Pract 1,Goldfarb,4,Lecture,0,20,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,Arranged,,,,,,
ENG ME802 A1,Teach Pract 2,TBA,4,Lecture,0,1,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,Arranged,,,,,,
ENG ME802 A4,Teach Pract 2,Attaway,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 A6,Teach Pract 2,Andersson,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 A9,Teach Pract 2,Barbone,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 B1,Teach Pract 2,Baillieul,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 B4,Teach Pract 2,Basu,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 B5,Teach Pract 2,Bird,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 B6,Teach Pract 2,Bifano,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 B7,Teach Pract 2,Bunch,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 C1,Teach Pract 2,Caramanis,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 D3,Teach Pract 2,De Winter,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 D9,Teach Pract 2,Duan,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 E3,Teach Pract 2,Ekinci,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 F1,Teach Pract 2,Farny,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 F2,Teach Pract 2,Fine,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 G1,Teach Pract 2,Grace,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 G3,Teach Pract 2,Gevelber,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 G5,Teach Pract 2,Gopalan,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 G7,Teach Pract 2,Goldfarb,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 H3,Teach Pract 2,Hauser,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 H5,Teach Pract 2,Holmes,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 H7,Teach Pract 2,Howe,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 H8,Teach Pract 2,Holt,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 I3,Teach Pract 2,Gutierrez-Wi,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 L1,Teach Pract 2,Lin,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 M1,Teach Pract 2,McDaniel,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 M3,Teach Pract 2,Morgan,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 N1,Teach Pract 2,Nagem,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 P1,Teach Pract 2,Park,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 P2,Teach Pract 2,Perkins,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 P5,Teach Pract 2,Pal,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 P8,Teach Pract 2,Porter,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 Q2,Teach Pract 2,Cole,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 Q3,Teach Pract 2,Schneider,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 Q4,Teach Pract 2,Sharon,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 R5,Teach Pract 2,Ryan,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 S2,Teach Pract 2,Sarin,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 S9,Teach Pract 2,Schmidt,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 U4,Teach Pract 2,Belta,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 U8,Teach Pract 2,Schwager,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 V3,Teach Pract 2,Vakili,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 W5,Teach Pract 2,Wang,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 W8,Teach Pract 2,White,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 Y2,Teach Pract 2,Yachot,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 Z4,Teach Pract 2,Zink,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 Z5,Teach Pract 2,Zhang,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG ME802 Z6,Teach Pract 2,Zhang,4,Lecture,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required",,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG MS503 A1,Kintc Proc Mat,Basu,4,Independent,10,30,EPC,208,EPC,204,"Tue,Thu",10:00am,12:00pm,Mts w/ENG ME503,24206,1/19/2016,4/28/2016
ENG MS507 A1,Proc Mod&Contrl,Gevelber,4,Independent,1,7,EMB,105,EMB,105,"Tue,Thu", 2:00pm, 4:00pm,Mts w/ENG ME507,24206,1/19/2016,4/28/2016
ENG MS526 A1,Simul Phys Proc,Cole,4,Independent,2,15,PHO,210,PHO,210,"Tue,Thu", 6:00pm, 8:00pm,Mts w/ENG ME526 A1 and DL,24206,1/19/2016,4/28/2016
ENG MS535 A1,Green Mfg,Pal,4,Independent,6,10,EPC,206,EPC,201,"Tue,Thu", 4:00pm, 6:00pm,Mts w/ENG ME535,,1/19/2016,4/28/2016
ENG MS549 A1,Extracellrmtrx,Suki,4,Independent,Cancelled,Cancelled,,,PSY,B55,"Mon,Wed", 2:00pm, 4:00pm,Mts w/ENG ME549 Mts w/ENG BE549,24206,1/20/2016,4/27/2016
ENG MS573 A1,Solar Enrgy Sys,Mazumder,4,Independent,13,14,EMB,105,EMB,105,"Mon,Wed",12:00pm, 2:00pm,Mts w/ENG EC573 Mts w/ENG MS573,24206,1/20/2016,4/27/2016
ENG MS582 A1,Mech Beh Mat,Morgan,4,Independent,3,20,PHO,205,PHO,205,"Mon,Wed",12:00pm, 2:00pm,Mts w/ENG ME582,,1/20/2016,4/27/2016
ENG MS727 A1,Prin&App Tissue,Wong,4,Lecture,0,2,PHO,205,PHO,205,"Tue,Thu",10:00am,12:00pm,Mts w/ENG ME727 Mts w/ENG BE727 Mts w/ENG BE527,24206,1/19/2016,4/28/2016
ENG MS727 B1,Prin&App Tissue,Brown,0,Lab,0,1,ERB,501,ERB,501,Tue, 1:00pm, 4:00pm,Mts w/ENG ME727 Mts w/ENG BE727,24206,1/19/2016,4/26/2016
ENG MS727 B2,Prin&App Tissue,Brown,0,Lab,0,1,ERB,ARR,ERB,501,Thu, 1:00pm, 4:00pm,Mts w/ENG BE727 Mts w/ENG ME727 Lab in both ERA B11 & ERB B08,24206,1/21/2016,4/28/2016
ENG MS774 A1,Qnt Str&Pho Dev,Paiella,4,Independent,2,5,EPC,208,EPC,201,"Mon,Wed", 2:00pm, 4:00pm,Mts w/ENG EC774,,1/20/2016,4/27/2016
ENG MS778 A1,Micromac Transd,Zhang,4,Independent,1,10,EPC,206,EPC,201,"Tue,Thu",10:00am,12:00pm,Mts w/ENG ME778,,1/19/2016,4/28/2016
ENG MS782 A1,Adv Mat Charact,Bishop,4,Lecture,4,30,PHO,201,PHO,201,"Tue,Thu", 4:00pm, 6:00pm,Mts w/GRS PY782,24206,1/19/2016,4/29/2016
,,,,Lab,,,,,,,Arranged,,,,,,
ENG SE543 A1,Sustain Pow Sys,Caramanis,4,Independent,0,5,EPC,208,PHO,210,"Mon,Wed", 4:00pm, 6:00pm,Mts w/ENG EC543 Mts w/ENG ME543 A1 and DL,24206,1/20/2016,4/27/2016
ENG SE710 A1,Dynamic Prog,Caramanis,4,Independent,3,20,PSY,B45,PSY,B35,"Mon,Wed",10:00am,12:00pm,Mts w/ENG EC710 Mts w/ENG ME710,24206,1/20/2016,4/27/2016
ENG SE714 A1,Adv Stoc Mod Si,Vakili,4,Independent,3,20,EPC,203,EPC,206,"Mon,Wed", 2:00pm, 4:00pm,Mts w/ENG ME714,24206,1/20/2016,4/27/2016
ENG SE724 A1,Adv Op Thy&Meth,Paschalidis,4,Independent,0,15,PSY,B43,PSY,B43,"Tue,Thu", 2:00pm, 4:00pm,Mts w/ENG EC724 Mts w/ENG ME724,24206,1/19/2016,4/28/2016
ENG SE733 A1,Disc Ev/Hyb Sys,Cassandras,4,Independent,1,7,PSY,B50,PSY,B50,"Mon,Wed",12:00pm, 2:00pm,Mts w/ENG ME733 Mts w/ENG EC733,24203,1/20/2016,4/27/2016
ENG SE740 A1,"Vis,Rob & Plan",Baillieul,4,Independent,5,5,ENG,202,ENG,202,"Tue,Thu",10:00am,12:00pm,"Mts w/ENG ME740, Class Full",24206,1/19/2016,4/28/2016
ENG SE762 A1,Nln Sys & Cntrl,Wang,4,Independent,0,10,EMB,105,EMB,105,"Tue,Thu",12:00pm, 2:00pm,Mts w/ENG ME762,24206,1/19/2016,4/28/2016
ENG SE801 A1,Teach Pract 1,Wang,4,Lecture,0,20,,,,,Arranged,,,"WebReg Restricted, Permission Required",24206,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG SE802 A1,Teach Pract 2,Wang,4,Lecture,0,20,,,,,Arranged,,,"WebReg Restricted, Permission Required",24206,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG SE803 A1,Teach Pract 1,Wang,0,Lecture,0,20,,,,,Arranged,,,"WebReg Restricted, Permission Required",24206,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
ENG SE804 A1,Teach Pract 2,Wang,0,Lecture,0,20,,,,,Arranged,,,"WebReg Restricted, Permission Required",24206,1/19/2016,4/29/2016
,,,,Discussion,,,,,,,,,,,,,
EOP EN020 A1,Intensive Englh,Staff,0,Other,0,500,EOP,ARR,EOP,ARR,"M,Tu,W,Th,F", 9:00am, 4:00pm,Dummy Section,46200,1/20/2016,4/22/2016
EOP EN020 A2,Intensive Englh,Staff,0,Other,0,20,EOP,262,EOP,262,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 A3,Intensive Englh,Staff,0,Other,0,20,EOP,264,EOP,264,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 A4,Intensive Englh,Staff,0,Other,0,20,EOP,266,EOP,266,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 A5,Intensive Englh,Staff,0,Other,0,20,EOP,268,EOP,268,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 A6,Intensive Englh,Staff,0,Other,0,20,EOP,269,EOP,269,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 A7,Intensive Englh,Staff,0,Other,0,20,EOP,270,EOP,270,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 A8,Intensive Englh,Staff,0,Other,0,20,EOP,274,EOP,274,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 A9,Intensive Englh,Staff,0,Other,0,20,EOP,276,EOP,276,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 B1,Intensive Englh,Staff,0,Other,0,20,EOP,278,EOP,278,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 B2,Intensive Englh,Staff,0,Other,0,20,EOP,279,EOP,279,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 B3,Intensive Englh,Staff,0,Other,0,20,IEC,B01,IEC,B01,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 B4,Intensive Englh,Staff,0,Other,0,20,EOP,258,EOP,258,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN020 B5,Intensive Englh,Staff,0,Other,0,20,EOP,260,EOP,260,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN031 A1,English Abroad,Staff,0,Independent,0,75,EOP,ARR,EOP,ARR,"M,Tu,W,Th,F", 9:00am, 4:00pm,Dummy Section,46200,2/8/2016,3/4/2016
EOP EN031 A3,English Abroad,Staff,0,Independent,0,20,PSY,B36,FLR,122,"M,Tu,W,Th,F", 9:00am,12:00pm,,46200,2/8/2016,3/4/2016
EOP EN031 A4,English Abroad,Staff,0,Independent,0,20,PSY,B42,FLR,121,"M,Tu,W,Th,F", 9:00am,12:00pm,,46200,2/8/2016,3/4/2016
EOP EN031 A5,English Abroad,Staff,0,Independent,0,13,IEC,B13,FLR,134,"M,Tu,W,Th,F", 9:00am,12:00pm,,46200,2/8/2016,3/4/2016
EOP EN050 A1,ENG Lang Prog,Staff,0,Other,0,500,EOP,ARR,EOP,ARR,"M,Tu,W,Th,F", 9:00am, 4:00pm,Dummy Section,46200,1/20/2016,4/22/2016
EOP EN050 A2,ENG Lang Prog,Staff,0,Other,0,20,IEC,B03,IEC,B03,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN050 A3,ENG Lang Prog,Staff,0,Other,0,20,IEC,B04,IEC,B04,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN050 A4,ENG Lang Prog,Staff,0,Other,0,20,IEC,B05,IEC,B05,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN050 A5,ENG Lang Prog,Staff,0,Other,0,20,IEC,B06,IEC,B06,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN050 A6,ENG Lang Prog,Staff,0,Other,0,20,IEC,B07,IEC,B07,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN050 A7,ENG Lang Prog,Staff,0,Other,0,20,IEC,B08,IEC,B08,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
